1,14,134.12,134.26,134.12,134.16,10172.0
1,14,134.17,134.25,134.17,134.25,3655.0
1,14,134.241,134.35,134.241,134.34,7221.0
1,14,134.33,134.4,134.29,134.36,7897.0
1,14,134.34,134.45,134.34,134.41,5857.0
1,14,134.42,134.43,134.35,134.42,3756.0
1,14,134.41,134.41,134.24,134.24,3698.0
1,14,134.231,134.29,134.17,134.25,7528.0
1,14,134.24,134.28,134.21,134.28,2543.0
1,14,134.289,134.335,134.17,134.25,9354.0
1,14,134.24,134.29,134.22,134.24,9787.0
1,14,134.23,134.3,134.23,134.28,2816.0
1,14,134.26,134.28,134.21,134.22,4241.0
1,14,134.21,134.21,134.09,134.12,5553.0
1,14,134.1,134.1,133.91,134.02,12881.0
1,14,134.01,134.09,133.88,133.901,12693.0
1,14,133.931,134.15,133.93,134.07,7104.0
1,14,134.07,134.12,134.07,134.08,8029.0
1,14,134.09,134.25,134.09,134.23,5199.0
1,14,134.269,134.37,134.25,134.33,11704.0
1,14,134.39,134.39,134.331,134.37,1886.0
1,14,134.4,134.43,134.32,134.355,8538.0
1,14,134.37,134.499,134.37,134.49,4219.0
1,14,134.519,134.52,134.44,134.44,6010.0
1,14,134.44,134.445,134.31,134.34,5171.0
1,14,134.42,134.49,134.42,134.47,3938.0
1,14,134.51,134.53,134.48,134.48,4444.0
1,14,134.47,134.54,134.46,134.54,3171.0
1,14,134.53,134.56,134.5,134.51,3685.0
1,14,134.5,134.5,134.32,134.32,10249.0
1,14,134.35,134.375,134.31,134.37,5116.0
1,14,134.42,134.46,134.29,134.3,5860.0
1,14,134.26,134.27,134.13,134.15,9661.0
1,14,134.14,134.19,134.08,134.08,9264.0
1,14,134.07,134.2,134.06,134.17,5022.0
1,14,134.205,134.24,134.16,134.23,3748.0
1,15,134.23,134.35,134.23,134.34,7336.0
1,15,134.3,134.38,134.27,134.38,7246.0
1,15,134.361,134.38,134.29,134.38,4926.0
1,15,134.39,134.49,134.331,134.46,5443.0
1,15,134.441,134.52,134.4,134.5,3763.0
1,15,134.499,134.499,134.38,134.399,3534.0
1,15,134.409,134.45,134.37,134.45,5762.0
1,15,134.46,134.56,134.46,134.471,8065.0
1,15,134.49,134.5,134.42,134.44,6618.0
1,15,134.41,134.48,134.41,134.46,2899.0
1,15,134.489,134.52,134.27,134.27,11610.0
1,15,134.3,134.36,134.18,134.32,10412.0
1,15,134.33,134.349,134.291,134.349,6253.0
1,15,134.395,134.395,134.31,134.31,4629.0
1,15,134.335,134.35,134.29,134.33,4218.0
1,15,134.36,134.46,134.36,134.46,4941.0
1,15,134.45,134.45,134.3,134.34,7152.0
1,15,134.35,134.35,134.27,134.29,8034.0
1,15,134.29,134.305,134.22,134.295,5642.0
1,15,134.27,134.37,134.25,134.37,4035.0
1,15,134.395,134.45,134.395,134.399,3648.0
1,15,134.38,134.42,134.35,134.35,6061.0
1,15,134.33,134.35,134.28,134.32,8046.0
1,15,134.32,134.35,134.25,134.289,13004.0
1,15,134.31,134.4,134.285,134.36,17546.0
1,15,134.38,134.495,134.34,134.36,8683.0
1,15,134.331,134.39,134.331,134.37,3410.0
1,15,134.36,134.39,134.3,134.389,6202.0
1,15,134.389,134.459,134.375,134.44,5463.0
1,15,134.42,134.5,134.4,134.43,10415.0
1,15,134.421,134.43,134.34,134.39,6072.0
1,15,134.37,134.39,134.25,134.36,25879.0
1,15,134.35,134.38,134.285,134.3,10703.0
1,15,134.32,134.39,134.32,134.36,10258.0
1,15,134.38,134.49,134.37,134.489,9526.0
1,15,134.5,134.64,134.5,134.59,16554.0
1,15,134.59,134.72,134.581,134.72,8075.0
1,15,134.7,134.73,134.651,134.7,19568.0
1,15,134.72,134.74,134.67,134.695,13512.0
1,15,134.705,134.745,134.69,134.74,18183.0
1,15,134.72,134.725,134.58,134.62,19076.0
1,15,134.645,134.68,134.58,134.68,6906.0
1,15,134.68,134.81,134.68,134.79,13855.0
1,15,134.78,134.79,134.731,134.79,14168.0
1,15,134.8,134.84,134.76,134.76,12831.0
1,15,134.75,134.75,134.521,134.6,14682.0
1,15,134.57,134.68,134.55,134.62,22145.0
1,15,134.6,134.675,134.56,134.66,9353.0
1,15,134.63,134.67,134.54,134.62,21310.0
1,15,134.601,134.651,134.58,134.619,7702.0
1,15,134.59,134.59,134.33,134.53,32536.0
1,15,134.52,134.53,134.39,134.5,17176.0
1,15,134.49,134.61,134.48,134.56,17859.0
1,15,134.56,134.58,134.35,134.39,20798.0
1,15,134.39,134.47,134.151,134.43,40300.0
1,15,134.41,134.41,134.08,134.31,42351.0
1,15,134.3,134.33,134.23,134.24,21371.0
1,15,134.23,134.36,134.16,134.36,17140.0
1,15,134.34,134.35,134.15,134.24,29538.0
1,15,134.22,134.31,134.05,134.11,36316.0
1,18,134.161,134.161,134.161,134.161,100.0
1,18,134.201,134.201,134.201,134.201,100.0
1,18,134.249,134.249,134.249,134.249,100.0
1,18,134.319,134.319,134.319,134.319,100.0
